z6-07590,Port 1,Port 2,Port 3,Port 4,Port 5,Port 6,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
12/25/23 2:40,#N/A,#N/A,#N/A,#N/A,-0.073,-0.040,0,5929,101.40,19.1
12/25/23 3:50,#N/A,#N/A,#N/A,#N/A,#N/A,-0.052,0,6149,101.43,19.0
12/25/23 4:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6637,101.41,18.9
12/25/23 4:40,#N/A,#N/A,-0.068,-0.065,-0.058,-0.030,0,5904,101.41,18.9
12/25/23 5:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.070,0,6408,101.37,18.9
12/25/23 5:30,#N/A,#N/A,-0.063,-0.061,-0.053,-0.025,0,5832,101.38,18.9
12/25/23 6:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.052,0,5877,101.38,18.9
12/25/23 7:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.064,0,6361,101.42,18.8
12/25/23 7:50,#N/A,#N/A,-0.062,-0.060,-0.053,-0.024,0,5838,101.42,18.8
12/25/23 8:20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,5936,101.40,18.7
12/25/23 12:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6694,101.36,18.9
12/25/23 12:40,#N/A,#N/A,#N/A,-0.070,-0.064,-0.035,0,6074,101.37,19.0
12/25/23 14:20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6609,101.27,19.3
12/25/23 14:30,#N/A,#N/A,-0.069,-0.066,-0.059,-0.031,0,5940,101.26,19.4
12/25/23 15:10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6588,101.20,19.6
12/25/23 15:20,#N/A,#N/A,-0.072,-0.068,-0.062,-0.035,0,5898,101.20,19.6
12/25/23 16:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6692,101.32,19.9
12/25/23 16:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.048,0,6016,101.32,19.9
12/25/23 17:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.060,0,6011,101.25,19.9
12/25/23 18:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.060,0,5976,101.31,19.9
12/25/23 19:10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6676,101.38,19.8
12/25/23 19:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.046,0,5926,101.38,19.8
12/25/23 20:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.065,0,6249,101.43,19.7
12/25/23 21:10,#N/A,#N/A,#N/A,#N/A,#N/A,-0.059,0,5929,101.38,19.7
12/25/23 22:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.064,0,6180,101.24,19.6
12/25/23 23:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.056,0,5929,101.38,19.5
12/26/23 0:40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6682,101.36,19.4
12/26/23 0:50,#N/A,#N/A,#N/A,#N/A,#N/A,-0.043,0,5916,101.35,19.4
12/26/23 1:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.068,0,5904,101.30,19.4
12/26/23 2:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.073,0,6261,101.26,19.3
12/26/23 3:20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6647,101.20,19.2
12/26/23 3:30,#N/A,#N/A,#N/A,#N/A,-0.074,-0.042,0,5882,101.20,19.2
12/26/23 4:40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6448,101.12,19.2
12/26/23 4:50,#N/A,#N/A,-0.068,-0.065,-0.058,-0.030,0,5863,101.11,19.2
12/26/23 6:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.072,0,6138,101.06,19.1
12/26/23 7:10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6127,101.11,19.1
12/26/23 8:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.073,0,6155,101.14,19.1
12/26/23 12:20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6536,101.18,19.2
12/26/23 12:30,#N/A,#N/A,-0.068,-0.065,-0.059,-0.030,0,5889,101.16,19.2
12/26/23 14:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.060,0,5952,100.95,19.6
12/26/23 15:40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6164,100.92,19.9
12/26/23 16:10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6500,100.92,19.9
12/26/23 16:20,#N/A,#N/A,#N/A,#N/A,-0.069,-0.044,0,5880,100.93,19.9
12/26/23 17:10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,5970,100.90,20.0
12/26/23 18:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.061,0,5887,100.94,19.9
12/26/23 19:10,#N/A,#N/A,#N/A,#N/A,#N/A,-0.060,0,5873,100.91,19.9
12/26/23 20:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.066,0,5887,100.99,19.8
12/26/23 21:40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6014,100.91,19.7
12/26/23 22:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.071,0,5900,100.88,19.6
12/27/23 0:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.062,0,5896,100.78,19.6
12/27/23 2:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6439,100.89,19.6
12/27/23 2:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.045,0,5881,100.90,19.5
